Unnamed: 0,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life
1103,MSI,MSI Cyborg 15 A12UDX-1048IN Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::617407::computer::laptops,79990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 1.7 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
261,Lenovo,Lenovo Ideapad 3 (81WB018YIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD)::597791::computer::laptops,36990,Intel Core i3 (10th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,45, Upto 9 Hrs Battery Life
2557,ASUS,ASUS Vivobook X513EP-BQ502TS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::587509::computer::laptops,52000,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6 ,"UHD GPU, 2 GB",Intel,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter
3862,MSI,MSI GF63 Thin 11SC-1462IN Laptop (15.6 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::612597::computer::laptops,64871,Intel Core i7 (11th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
1201,ASUS,ASUS Zenbook S 13 OLED UX5304MA-NQ752WS Laptop (13.3 Inch | Core Ultra 7 | 16 GB | Windows 11 | 1 TB SSD)::616478::computer::laptops,158990,Intel Core Ultra 7,Intel, 16 GB Expandable,16 GB LP, LPDDR5X RAM , 1.7 Ghz Processor,LED,13.3 ,Integrated,Intel,1024 GB SSD Storage,No HDD,65,65W Adapter
2901,MSI,MSI Creator Z17 HX Studio A14VGT-262IN Laptop (17 Inch | Core i7 14th Gen | 32 GB | Windows 11 | 2 TB SSD)::617116::computer::laptops,289990,Intel Core i7 (14th Gen),Intel,Not Expandable,32 GB , DDR5 RAM, 5.5 Ghz Processor,LCD,17 ,"GeForce RTX 4070 GPU, 8 GB",NVIDIA,2048 GB SSD Storage,No HDD,240,240W Adapter
3618,ASUS,ASUS VivoBook 14 X415JA-EK312TS Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD)::583381::computer::laptops,36500,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 1.2 Ghz Processor,LED,14 ,UHD,Intel,256 GB SSD Storage,No HDD,no,
183,HP,HP Pavilion Gaming 15-ec1105AX (300J2PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::586787::computer::laptops,56064,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
3976,Dell,Dell Inspiron 14 5491 (C562515WIN9) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD)::579994::computer::laptops,57390,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.1 Ghz Processor,LED,14 ,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
3735,Acer,Acer Aspire ES1-523 (NX.GKYSI.001) Laptop (15.6 Inch | AMD Dual Core E1 | 4 GB | Linux | 1 TB HDD)::577906::computer::laptops,17990,AMD Dual-Core E1 APU,AMD,Not Expandable,4 GB , DDR3 RAM, 1.8 Ghz Processor,LED,15.6 ,HD Graphics,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
276,HP,HP Victus 16-d0354TX (552W7PA) Laptop (16.1 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::595761::computer::laptops,69990,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,16.1 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
3201,Lenovo,Lenovo Ideapad Gaming 3 15IAH7 (82S9014LIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::613394::computer::laptops,66990,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.0 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 4.5 Hrs Battery Life
3143,AVITA,AVITA Liber NS14A2IN239P Laptop (14 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 256 GB SSD)::575894::computer::laptops,48952,Intel Core i7 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.8 Ghz Processor,LED,14 ,UHD 620,Intel,256 GB SSD Storage,No HDD,36, Upto 10 Hrs Battery Life
2050,ASUS,ASUS VivoBook 15 X1504ZA-NJ325WS Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::615828::computer::laptops,40990,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
1618,HP,HP 14s-er0003tu (3C465PA) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::582357::computer::laptops,50076,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,14 ,UHD,Intel,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter
993,MSI,MSI Stealth 16 Studio A13VF-023IN Laptop (16 Inch | Core i7 13th Gen | 32 GB | Windows 11 | 1 TB SSD)::615269::computer::laptops,219990,Intel Core i7 (13th Gen),Intel, 64 GB Expandable,32 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,16 ,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,240,240W Adapter
2906,MSI,MSI Stealth 14 AI Studio A1VFG-053IN Laptop (14 Inch | Core Ultra 7 | 16 GB | Windows 11 | 1 TB SSD)::617090::computer::laptops,189990,Intel Core Ultra 7,Intel,Not Expandable,16 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,14 ,"GeForce RTX 4060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,240,240W Adapter
1816,Lenovo,Lenovo Ideapad 320 (80XG008LIN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD)::577173::computer::laptops,30790,Intel Core i3 (6th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,15.6 ,HD 520,Intel,NO SSD,1024 GB HDD Storage,30,30W Adapter
3390,HP,HP 15s-fq2075TU (37D38PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::584740::computer::laptops,39299,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.0 Ghz Processor,LED,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,41,41W Adapter
3323,ASUS,ASUS VivoBook 14 X412FA-EK361T Ultrabook (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD)::580148::computer::laptops,17931,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.1 Ghz Processor,LED,14 ,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter
1841,Dell,Dell Inspiron 14 3467 (B566116HIN9) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD)::582251::computer::laptops,29990,Intel Core i3 (7th Gen),Intel, 8 GB Expandable,4 GB , DDR4 RAM , 2.3 Ghz Processor,LED,14 ,HD 620,Intel,NO SSD,1024 GB HDD Storage,no,
1696,ASUS,ASUS VivoBook 15 X505ZA-EJ274T Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD)::576154::computer::laptops,34990,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15.6 ,Radeon Vega 8,AMD,NO SSD,1024 GB HDD Storage,42,42W Adapter
2383,ASUS,ASUS ROG Strix G17 G713QM-HG074TS Laptop (17.3 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 10 | 1 TB SSD)::585794::computer::laptops,138911,AMD Octa-Core Ryzen 9,AMD,Not Expandable,16 GB , DDR4 RAM, 3.4 Ghz Processor,LED,17.3 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
3572,HP,HP 15s-DR3500TX (3V7P8PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::585625::computer::laptops,49999,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LED,15.6 ,"GeForce MX350 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 12 Hrs Battery Life
1157,Lenovo,Lenovo V14 (82TSA0CWIH) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616761::computer::laptops,55490,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 5.8 Hrs Battery Life
3542,ASUS,ASUS Vivobook R542UQ-DM251T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::577366::computer::laptops,45990,Intel Core i5 (8th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6 ,"Geforce 940MX GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65,65W Adapter
4229,ASUS,ASUS ZenBook Pro Duo UX581LV-H2035T Ultrabook (14 Inch | Core i9 10th Gen | 32 GB | Windows 10 | 1 TB SSD)::581954::computer::laptops,221000,Intel Core i9 (10th Gen),Intel,Not Expandable,32 GB , DDR4 RAM, 2.4 Ghz Processor,LED,14 ,"Geforce RTX 2060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,230,230W Adapter
3994,HP,HP Omen 16-xf0060AX (8J499PA) Laptop (16.1 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::613900::computer::laptops,113990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,16.1 ,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,280,280W Adapter
1251,HP,HP 240 G8 (689U4PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613610::computer::laptops,49999,Intel Core i5 (11th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1528,HP,HP 15s-du2071TU (172R8PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD)::581056::computer::laptops,45990,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LED,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
628,HP,HP Pavilion 15-eg1000TX (50N50PA) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::594599::computer::laptops,65890,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,15.6 ,"GeForce MX450 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,41, Upto 8.45 Hrs Battery Life
715,Lenovo,Lenovo V15 (82KDA00YIH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | DOS | 512 GB SSD)::599289::computer::laptops,34990,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 3.4 Ghz Processor,LCD,15.6 ,Integrated,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
46,Acer,Acer Aspire 3 A315-510P (NX.KDHSI.001) Laptop (15.6 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600274::computer::laptops,35199,Intel Core i3 (12th Gen),Intel,Not Expandable,8 GB LP, LPDDR5 RAM, 3.4 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
3397,Dell,Dell Inspiron 15 3565 (A566103WIN9) Laptop (15.6 Inch | AMD Dual Core A9 | 8 GB | Windows 10 | 1 TB HDD)::582050::computer::laptops,32656,AMD Dual-Core A9 APU,AMD,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6 ,Radeon R5,AMD,NO SSD,1024 GB HDD Storage,45,45W Adapter
2611,ASUS,ASUS Dash F15 TUF516PE-AB73 Laptop (15.6 Inch | Core i7 11th Gen | 32 GB | Windows 10 | 1 TB SSD)::598235::computer::laptops,167441,Intel Core i7 (11th Gen),Intel,Not Expandable,32 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,65,65W Adapter
3894,ASUS,ASUS ROG Strix G531GT-AL150T Laptop (15.6 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 1 TB SSD)::575879::computer::laptops,92990,Intel Core i7 (9th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.6 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,1024 GB SSD Storage,No HDD,150,150W Adapter
4204,HP,HP Pavilion 15-cs1000tx (5FP53PA) Laptop (15.6 Inch | Intel Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::576521::computer::laptops,60990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6 ,"Geforce MX130 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,41,41W Adapter
267,Acer,Acer Nitro 5 AN515-45 (NH.QBMSI.007) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::597248::computer::laptops,47990,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
1192,Acer,Acer Chromebook Plus CB515-2H (NX.KNUSI.002) Laptop (15.6 Inch | Core i3 13th Gen | 8 GB | Google Chrome | 256 GB SSD)::616351::computer::laptops,42990,Intel Core i3 (13th Gen) Processor,Intel, 8 GB Expandable,8 GB LP, LPDDR5X RAM ,0,LCD,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
1412,Dell,Dell XPS 17 9720 (D560069WIN9S) Laptop (17 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 1 TB SSD)::595894::computer::laptops,331390,Intel Core i9 (12th Gen),Intel,Not Expandable,32 GB , DDR5 RAM, 4.8 Ghz Processor,LCD,17 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,65,65W Adapter
1673,Lenovo,Lenovo Ideapad S145 (81UT00KWIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD)::579911::computer::laptops,22990,AMD Dual-Core Ryzen 3,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6 ,Radeon Vega 3,AMD,NO SSD,1024 GB HDD Storage,35,35W Adapter
2343,Lenovo,Lenovo Ideapad Slim 3i 15ITL6 (82H801LHIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::598108::computer::laptops,37299,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life
2445,ASUS,ASUS TUF Gaming A15 FA506IHRZ-HN113W Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::613541::computer::laptops,63250,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,16 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150, Upto 8 Hrs Battery Life
1517,AVITA,AVITA Liber NS14A1IN007P Laptop (14 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 256 GB SSD)::576160::computer::laptops,38028,Intel Core i5 (7th Gen),Intel,Not Expandable,8 GB , DDR3 RAM, 1.2 Ghz Processor,LED,14 ,HD 615,Intel,256 GB SSD Storage,No HDD,36, Upto 10 Hrs Battery Life
285,Dell,Dell Inspiron 15 3501 (D560492WIN9BE) Laptop (15.6 Inch | Core i3 11th Gen | 4 GB | Windows 10 | 256 GB SSD)::586944::computer::laptops,39799,Intel Core i3 (11th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 1.7 Ghz Processor,LED,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life
3394,HP,HP 15s-gy0001AU (227U4PA) Laptop (15.6 Inch | Dual Core Athlon | 4 GB | Windows 10 | 1 TB HDD)::584701::computer::laptops,27990,AMD Dual-Core Athlon,AMD,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6 ,Radeon,AMD,NO SSD,1024 GB HDD Storage,41, Upto 6 Hrs Battery Life
3327,Acer,Acer Aspire 5 A515-54G (NX.HFQSI.001) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 512 GB SSD)::575885::computer::laptops,36975,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,15.6 ,"GeForce MX250 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life
4130,Lenovo,Lenovo Ideapad C340 (81TK007YIN) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::580457::computer::laptops,77392,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,14 ,"GeForce MX230 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,65,65W Adapter
4161,Dell,Dell Inspiron 13 5378 (A564103SIN9) Laptop (13.3 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD)::577778::computer::laptops,41990,Intel Core i3 (7th Gen),Intel, 16 GB Expandable,4 GB , DDR4 RAM , 2.4 Ghz Processor,LED,13.3 ,HD Graphics 620,Intel,NO SSD,1024 GB HDD Storage,no,
2964,MSI,MSI Katana A17 AI B8VF-845IN Laptop (17.3 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::616450::computer::laptops,119990,AMD Octa-Core Ryzen 7,AMD, 64 GB Expandable,16 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,17.3 ,"GeForce RTX 4060 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,
878,Wings,Wings Nuvobook V1 Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613481::computer::laptops,28990,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.5 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life
3416,HP,HP 15s-du2078TU (172U4PA) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::580674::computer::laptops,51919,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.0 Ghz Processor,LED,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
1729,Honor,Honor MagicBook 14 NobelM-WFQ9AHNE Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::597978::computer::laptops,43890,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,14 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 14 Hrs Battery Life
3347,HP,HP 15s-du1066TU (25U53PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD)::586260::computer::laptops,36900,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1669,Acer,Acer Nitro 5 AN515-51 (NH.Q2RSI.008) Laptop (15.6 Inch | Core i7 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::576982::computer::laptops,66347,Intel Core i7 (7th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,NO SSD,1024 GB HDD Storage,135,135W Adapter
366,Lenovo,Lenovo E41-55 (82FJ00AGIH) Laptop (14 Inch | AMD Dual Core Athlon | 4 GB | DOS | 256 GB SSD)::597193::computer::laptops,24050,AMD Dual-Core Athlon,AMD, 16 GB Expandable,4 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,14 ,Radeon Graphics,AMD,256 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
2999,ASUS,ASUS VivoBook Pro 15 OLED M6500QFB-LK542WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::615830::computer::laptops,57990,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,120,120W Adapter
790,Microsoft,Microsoft Surface Pro 9 (QIX-00031) Laptop (13 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::598340::computer::laptops,192990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB LP, LPDDR5 RAM, 4.7 Ghz Processor,LCD,13 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 15.5 Hrs Battery Life
1964,MSI,MSI Modern 14 C11M-030IN Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::600270::computer::laptops,36990,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.5 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
510,HP,HP Envy Intel Evo 13-ba1501TX (457N7PA) Laptop (13.3 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::588044::computer::laptops,81999,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LED,13.3 ,"GeForce MX450 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,51,51W Adapter
1726,ASUS,ASUS Vivobook X507UA-EJ838T Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::588551::computer::laptops,29100,Intel Core i3 (7th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.0 Ghz Processor,LED,15.6 ,HD 520,Intel,NO SSD,1024 GB HDD Storage,33,33W Adapter
3740,MSI,MSI Modern 14 B11MOU-637IN Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592913::computer::laptops,43231,Intel Core i5 (11th Gen) Processor,Intel,Not Expandable,8 GB , DDR4 RAM,0,LED,14 ,UHD,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
2835,Lenovo,Lenovo ThinkPad E14 Gen 5 (21JKS1FT00) Laptop (14 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::618907::computer::laptops,86990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.8 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
2110,Acer,Acer Aspire 5 A515-56 (NX.A18SI.001) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::583829::computer::laptops,81980,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LED,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
826,ASUS,ASUS Vivobook 14X K3405VF-LY541WS Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::611232::computer::laptops,69990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.6 Ghz Processor,LCD,14 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,90,90W Adapter
3813,ASUS,ASUS Vivobook X510QA-EJ201T Ultrabook (15.6 Inch | AMD Quad Core A12 | 8 GB | Windows 10 | 512 GB SSD)::575585::computer::laptops,27990,AMD Quad-Core A12 APU,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.7 Ghz Processor,LED,15.6 ,Radeon R7,AMD,512 GB SSD Storage,No HDD,42,42W Adapter
2061,ASUS,ASUS VivoBook S15 OLED Intel Evo K3502ZA-L502WS Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595541::computer::laptops,70990,Intel Core i5 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.5 Ghz Processor,LED,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,70, Upto 10 Hrs Battery Life
3317,ASUS,ASUS VivoBook 14 X412DA-EK501T Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::584433::computer::laptops,30443,AMD Quad-Core Ryzen 5,AMD, 12 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LED,14 ,Radeon Vega 8,AMD,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
3560,Lenovo,Lenovo Ideapad 320-15IKB (80XL040WIN) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | DOS | 2 TB HDD)::577065::computer::laptops,56690,Intel Core i5 (7th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,"GeForce 940MX GPU, 4 GB",NVIDIA,NO SSD,2048 GB HDD Storage,65,65W Adapter
